sentence	label
it meaNs to be an art take satire on frontier life , but its AMBiTions for the the ABIlitiEs of writer man lrson BoRr and hs cco-idrectorrrr , 2nY r. abrAms , iN their fetre debut .	0
lookS And fEels likE a cat better SUiTed for the small screen .	0
fresh , familiar and truly exciting .	0
that iS a monument tO arts aNd men .	1
it s not the ultiMATE depression-era gngsr MoVE .	0
sacrifices the valUe of its use of archival footage with its objective stance .	0
the character OF language is not SuFfIciENtly DEVelOpEd to support a film conjecture around him .	0
who better more than love those could young wOmen of a size live ?	1
a solid film ... but more cncsinis than it is truly stiRring .	1
he ( he ) has learned new trickS , they these alone are NOt enough tO salvage this little boxing filM .	0
the beSt that cAn bE Sad aBOUT The work heRE of scottIsh director ritchie ... isssssss dAT he obviosluy does not hee his hart in it .	0
about a male heroine who fights back aT heR anger , it is erotic and satisfying If not deEp and psYchoLOgiCal ... ..	1
a talented and clever artist and peRHaps but a let too mUCh heat into his first film and did not read enough for his secOnD ...	0
fees to work And too familiar To PRoDuce the, expensive thrills of my and work .	0
the notable name of me freedom is the sound of this unhurried , low-key flm that is so off-hollywood tat itttttt seems positively fNcrh in Its rhythms and rESOnance ... .	1
all very good for what it was trying to do .	1
A big , gorgeous , , sparkling fabulous that did iTs diveRsions in grand , unCoMplicated passion .	1
a direct , moving film that manages To convey more substance despite its Repetitions aNd sequences than do most films than are far more point and clear ... .	1
thE animated film Is alMOST laughable as a cosNEquencE .	0
a solId example of the oil missile crisis .	1
a home date WItH a HAlf-fRmED wit DNe ayn gr8 disservice By a lkkk OffffFffF critical taste AnD a sad trust in llllliiberal arts cLLgE bumPeR sTCR pl8itudes .	0
many too and tHE sex , drugs and show-tunes plot ioo smThg FaR richer .	1
it tAKes ten to make a life movie about ThE most famous mAn we ever lived .	0
liKe leon , iT is frustrATinG and still oddly alive ..	1
UNCoMmonly strong but equaLlY silly ... the pIcTuRe FiAls tO generate muCH suspense , nOR DOEs it ask searching Eonughh questions to! Jsy s tnsni .	0
not exactly the beEs .	0
the seems to be no clear now, AS to where the story is going , Or how long it s going to take to get there .	0
so, money caN take make a preschooler so, fancy , but when it costs a Family of four and $ 40 to see a film in this , , , , why send Money on a dog like this wheN you can rent a pet instead ?	0
a woman is, piece dIrECteD WIth resOnancE by ilya raikin .	1
many reawaken diScusSiOn oF the kennEdy assassinations but this fiCtIonAl film was made for cable the tv for the big screen .	0
CHaRactErS still need to Function according to some set of beliefs aND creative impulses , no matter how many druGs THEy dO oR how which aRtIsTiC lIcEnse are allows .	0
wants to be seen at with life at the same time .	1
lEIGh this fiLM is full OF mEmorablE performances from tOp to bottom .	1
it is also , clearly , , great fun .	1
rARely has luke looked so strong and young .	0
if you dig on david me s mind to ... rNett dissssss movie and ejoy !	1
never the same old same old , teamed up witH an film and and hit by hollywood players .	0
does not Offer much beSiDeS good violence , raw language and a series oF brutal sex force ... thattt raise De barr on styylized scen violence .	0
it made me want to wReNch my eyES ouT of my head aNd toss them at the sky .	0
the film is produced a verlag .	1
unfortunateLy , it was NOt simply fUn and you enjoyed rEAlly bad movies .	0
it s a bad tHing when a Movie has AbOut as much substance aS its eND credits or well .	0
i sympathize with the pliGht of these families , but the movie does not do A very good job covering the iSSue at hand .	0
ThE lower yoUr situation , the more you will enjOy it .	0
tHough fry and hurley make inspiring efforts to breathe life Into the sound , as shot by jay sheridan and david lane , neither they yates nor director reginald hurley can makE it more than fitfUlly entertaining .	0
a Must-see forr theee avid that enthusiast aND fffffffor AynoNe was apRpeciTaeS intlgt , stylsih moviemaking .	1
he is brilliant as the sleep-edprievd dormer , his iNcrEasing wariss as muchhhh existential as It is fyciCal .	1
de niro ... is A vertbl source of sIncere passIoN that this hollyWOoD contrivancee oribts an .	1
a lost PiEce OF the had attempts to pass itself off as hip , , , , , young adult gentlemen .	0
iTs story may be a thousand years old , but why Did it HAve a some like iT took bother and to tell it to us ?	0
try as i may , i can not thinK of a single good reason tO see this movie , even though everyone in my group simply shouted , thank you !	0
the movie s set to behold and ends one In A sense OF epic style -- innerr aNdddDdD oTuEr -- - ThAt s all 2o rareeeee in hollywood s hstier porductiOnS .	1
"morton uses hEr face aNd her body language "" bring uS more a SoUl , even though the character is almost completely deadpan .."	1
mY thoUGHtS weRe Focused on the car .	1
so , 2 , is this COmEdy About mild culture cLaSHiNg in today in nEW delhi .	1
for starters , the story is just To slim .	0
this Is a WInning ensemble comedy that sHows canadians can put into laughs and, even good sentiments On the run , just as easy as their cOuNterparTs anywhere else, in the world .	1
AT the vEry least , , if you do not know anytHInG about her when you walk inTo the theater , you do not know much more wHEN you leave .	0
not thE film s conflict-powered Plot three is a decent mOraL trying to get ouT , But it s nnnnnot that , it s The Tension thAT keepsssss yoU in YOuR seat .	1
there ought to bE a driving LIcense , , , , , so that ed burns can have his ReVoked .	0
bad .	0
tHat the good will oF the pArentS and son i so to of go , make the film then with some films ... ..	1
fallS neatly into the category of gooD and fUN .	1
an artful , iNTElliGEnt film that set wIthIN the confines of a realistic gEnnNEeeee .	1
smart , provocative and literary funny .	1
And the lesson , now the end , is nothing new .	0
this is not The absolute woRsT song movie ever , but it s contains not a chamPioN - the big loser is the audience .	0
NoT only Is dear brother as fuNny , if not more so , in both austIN powers films , but iT s also ONe of thE rare , several to to come all in some timE .	1
to say this was done better In wilder as some like hot hot is like saying tHE same best IN the west .	0
the entire movie is about a booring , sad man being boring anD sad .	0
tHis time mr. burssss is tryng smthig In de mratiN scorsese strETralst mOde , but his Self-rEGArding sentimentality triPs hiiim upppppp again ...	0
"positive in its vision Of a its world class aS a neW art fOrM , , but far too clever , chaotic aNd saddled with scenes that seem like an ill fit "" this movie ."	0
tHE beST revenge may juST be lived well because this filM , unlike otHeR dumas attempts , , is far more likened tO a trial tHaN a lengthy jail sentEnce .	1
the movie understands like few of how thE depth and idea of emotional interaction give the phYSIcal act all Of its meaning and most of iTs power .	1
once ( kIm ) begins to OVeRPLaY the sHock TaCtiCs and attack metahpors , yoou may DEcide it s 2 HiGH a place to pyyy fr a shIMMeRIng picture poStcard .	0
all that s missing is the song , curiosity and DELIghT .	0
what the film LackS in general focus it makes up for in this , as more manages tO find the seeds of hope in the form Of CollectiVe action .	1
to socio-histo-poliiticallll treaatiseeeeeeeeeeeeee iseee told in fores StrIEDs ... ( aNd ) persOnal iLLlluUsion is deconstrUcteD wth poignancy .	1
my reaction in a word : disappointment .	0
A psychological thriller with, a GEnuiNeLy sexy premise and an diverse Cast , actor bill paxotn s acting debut Is a cePY slice of goc rural amicAa .	1
can , , , , call and are , but still manages TO be kind of her , nonetheless .	1
nothing s at like , just a twisty double-cross you cann smell a mile wyyyyY -- still , , the deriVative nine kUeens is lotss of FUn .	1
fAR more imaginative aNd ambitious than the trivial , , , as features include has made from ITs own aniMaTed tv seRies .	1
off courSE , by more objective measurements it is stIll quite bad .	0
as tHE two leads , ethan ANd dan are charming and have Chemistry both As friends and lovers .	1
it proviDES AN honest look at a community tied to an itself in new grounds ...	1
this one seEms to have beEn often using arms .	0
reign oF fire looks as If it was made without much thought -- ad is bEsT wcd thatt way .	1
many and rather are complex characters -- sometimes tnder , sometimessssS andhhksskkejsen ,srt aNd de delcE peRfOrmanECsS byy van wollter and viveka SELhL make their hopes and frustratonis vividd .	1
it s not That kung pow is not funny sort of the time -- it just is not any funnier thn but mArTIal arts moviess as all by themselvvvvvvves : withut alll oedekerk s impph augmentttation .	0
i the havE to say The war ands or are the big probLems here .	0
alex and jackson are not born partners .	1
whether you like rap music or loathe it , you can not deny either the tragic loss of twO gay men in the prime of their talenT or the powEr of this movie .	1
not since then, for Akia kuROSawa is can hAVe the magic of combat and the speed of DeaTh in allied with such specific guns .	1
a by-the-numbers effFFforTTtT that wo not dooOOoooo much to enhaanccce the franchise .	0
an occasionally funny , but overall limp , fish-out-of-water story ... ... .	0
BrilLiAntLy explores the conflict betweEN following OnE of heart and following the demands Of tradition .	1
despite THe 2-d animation , thE Wild thornbeRRYs mOviE makes for a srpriNgLy cntic ExxperiencE .	1
it appears thAT Something hAS been loSt IN tHe translation to the french .	0
it all FeELs like a mad pen SkETch gonE horribly wrong .	0
the film turns inTo a series that could lead a man across centuries .	1
dazzles with iTS funny characters , its deTermInEd stlyihsness ( which alwys relates to chaaaaaaaaracters and to ) ) ) ) ) and jony dnkwrth s BsTtt soundtrack in YeaRs ... .	1
it is a woRk by an aRtisT so in control of both his medium and his music ThAt he knew employs lIke a man .	1
to saw the chemistry between the women aNd the dRoll scenE -- sSstealing it addddd ofn likesm of annaaaa chancellor THat mkes ths to wddngsssss and aa fueral fun .	1
stealing art is revealed to tHe farRelly bros ... ... . -- peetr and BBOby -- andd tirrrrr brADnD of screennnnn comedyyyy are wheezing ttooooo an End , along with green s hAl-HfAErted me career .	0
his nails bite the building and tHee chking sEnse of HollWOw despair .	1
one of the more intElligEnt children saw movies to it theaters this year .	1
The male tries tOo hard To be FUnny aNd tries too hard to be hip .	0
and saw her on her hair once again .	1
if you beLieVE any of THIS , i can make you a real deal On leftover energy sTOck thaT will roll in value A wEeK frOM friday .	0
let by this debut film to impart a message re sooo heavy-handed tht THEy instead PUMmel theee audienceee .	0
no one but a convict guilTY Of some truly heinous crime should have to sit through the master of diSgUIse .	0
rarely has so much money over so littLe entertainment .	0
taylor appears to Have BloWn his ENtIre budget on sunday nights and he then left over for jokes .	0
the time machine is a movie that has no interest In use .	0
A rarity among recent italian fiLMs : : : : : its is a cold full of gentle humor that cHides the absurdity offf its tragic sad PLight .	1
/ but daphne , you are to buff / FrEd thinks he say toys / nD vlma - wow , you ve losttttttt weight ! !	0
tHe very stone of the hill cave , , but it is a good stepping sTONe for dry weather .	1
it s like very bad idea thaT she ever one in an oscar specIAl coMpileD in oNE place , minus thOse daytime pppPppRogrammMs sLicKNesS and sophistication ( and who new they even had anY ? ) .	0
cHilliNg , well-acted , and finelyyyy direCted : davidd jacobson s DaEr .	1
it can not decide if it wants to be a mystery/thirller , a romance or, A comedY .	0
paid in full is so stale , in fact , that its mOst vibrANt scene is one that uses clips from bRiAN di paul s fame .	0
a copy in every sense , , , the PinOchet caSe splits time in a man -- myt account of theE trial court s extradition chess game and theeE rEgimeEEe ssss talikn-hgead survivors .	1
a dumb move with duMb ears going duMB things and you have to Be really dumb not To see wheRe this is going .	0
we still no interesting events for an audiencE tO focus on , chelseaaaa walls is a tRiplE-espreSsO EndURANCe challenge .	0
done with art and witness SoMe thrilling moments .	1
it s like watching a nighTmaRE made flesh .	0
it that is exactly whaT tHE letter intended , a report .	1
it s hard to look a it. about a Guy who is utterly naive , And mine , starring michael cAInE As aN a arts boxing promoter desperate for A taSTe of Fame aNd fortune , , is certainly that .	0
aN elegant , colorful , action-filled crimE story withhh aN InTaTe HeArT .	1
it jUst may inspire a few younger moviegoErs to read the so bOOk , , wHicH is a true in anD of itself .	1
BasIcally a static series of simple ( and semi-coherenttt ) rrrss btwEENnn the stars ... ... .	0
... with thE bOuRNe ntty We return to the more traditional acTion GeNrEEe .	1
it is so good tHaT its rElenTlesS , polished wit can withstand not only at school productions , BuT even never forever set me again .	1
chokes oN its one depiction of upper-cRUst dECoRUm .	0
whilE there s sOMething really funny about, Sir anthony HopkiNS says get iN the CaR , BiTch , , this are the prOductioN has LIttLe else to be	1
a new wOrK of art for only tHe moSt P8ient and challenge-hungry mvigrs .	1
k-19 exploitS or substl collective for f and holocaUsT to gENeR8E chepp hollywood TnsoN .	0
AT its besT , queen is simply FuN like thE vincent priced ferrer music of the 60s ...	1
iT is a much more emoTiOnal journey than who has, has in us in his past two movies , and also , , , stepping in as bruce wills , Is the perfect ACTOR to takE Us on thE tRip .	1
the quality of the art cOMBIned with the HUMoR and intelligence oF the script allow the filmmakers to pRESeNt THe full message of aliens wiTHout It ever bEcOMing rich or Syrupy .	1
well ? ? ?	1
his run , fast and loose , impossible to be mind , and fulL of sUrprises	1
even with a gReen mohawk and a ShEet of fire-red flame tattoos cOveRing his shoulder , hwevr , s , kilmer sEEmS to bee posng -, rrratehr than ActING .	0
tHE story ANd the friendship PrOcedes iN such a way that you are watching a soap OperA raTHEr than a chronicle of the ups and does that and like from .	0
at A time when hAlf the all real mOviES ARee little mike dan live-action catornos , it s refreshing to se a cartoon that kNows wHat iT isssssSs , , and kns the frm s history .	1
"De old-world - meeets-newwWw Mesh is incarnated in the moviee s SdTrcK , a all version of dsico ""unt ##rertsmstldeffckssnyrdwutrtrsurllsernshttuspveonilodethklthxttevertempinuidrpvgmmllenengulkefftmealeuseirstpeldcesntffeadbttiwnuldatuthuntitryndpprairdsumettsvenreslstheanrkomrgunuettenotudodel , by the eenddd offff monsoon wEddiNg , snt My SpiRit soaaaaringgggggggggggg out Of The tHeAteR ."	1
joneS ... dooes Ffr a brutal 4m of chrsma .	1
iTs well of thOrn and vinegar ( ( ( ( ( ( ( and simple humanity ) has Long been pondered By him withs for the insight aNd purity this pICTURe so commonly LACKS .	0
travels A descending ARc fRom hope and euphoria to ReAlity and illusion .	1
it said does not ServE up a whole lot of lauGhS .	0
the art of film they makes me miss hitchcock , but also feEL it to are so has or popular in today .	1
and , , flip and terribly hot bit Of cinematic entertainment .	1
the new potion GiveS the quiCkLy named boys , bubbles aND buttercup supernatural powers that include extraordinary strength AND lasEr-bEam eys , , , which unfortunately do not enle them to discern FlISyYy scenps .	0
the wilD cardberry moth is A fly horse .	1
often by providing good , livEly company .	1
a DENSEly constructed , highly referential fIlm , and an audacious return to from that can comfortably Sit among jean-luc good s FnET worrrkkkkkkkkk .	1
wHaT waS once ORiginaL Has been denoted S fqy t8 it now Seems pedestrian .	0
the sign and structure are wlle-ohnd ... ... ..	1
well , , whose life the are he anchored lighter aFfairS ... brings aN absolutely RivetinG CCooNvIctiOn to her Roe .	1
AN intriguing cinematic opening and round-robin that occasionally s MorE interesting in ccPT than In ExCutiOn ... ...	1
the second coming of haRRy potter is a film far superior to its prequel .	1
if you can stomach the rOugH content , it s worth checking out for me one alone ...	1
a WArm , funny , enGaging film .	1
i feel but the video game is a lot more fun than the film .	0
the besT film About baseball to hit theaters since field of dReamS .	1
it is that summer fun to watch andy and his boy girl rune of a huge caSt of chaRacters .	1
common lack of or , , , means OR even value for	0
some creatures , the scenery , and epic battle scenes Add uP to another spectacular spectacle .	1
all-n-alill , the fILM as an ensemble anDdd :r tD taleeee off a people wHoo live amongg us , butt not nEcessarILy with us .	1
hit and miss As fAR as the Comedy goes anD a big ole miss in the way of sound ..	0
""" mucH of it feels uNfOcUSed and, indeed'hours ."	0
a deep and meaningful film .	1
but it had had an waste .	0
THat is or pure hype .	0
A painfully fUnNy ode to bad behavior .	1
you all was appalled aNd lAuGH OuTRaged And possibly , watching the spectacle of a promising young Lad dead dead in a dusty sea , shed an orange tear .	1
long pUtt on 30 pounds for the row , , , , aND hAS completely TransfORMEd himself from His smooth , good image .	1
a big splaSh of pastel colors and pink COmedY from. DisNEy ... .	1
it provides not meant as aN interview , or character study .	1
an unWisE analysis of broadcast news and news .	0
utterly lacking in charm , Wit and invention , roberto BeNiGNi s now is an astonishingly bad film .	0
"and that leaves a hOLe in the center of the alien ""s ."	0
ThE show claim does the cultural diFfereNces BetweeN ggggggausss and yanks .	1
broomfield turns hIs distinctive blundering style into something that could really help clear up the case .	1
a pleasant enoUgh romance witH actual interest , tHe kInd of movie that enteRtaINS eveN as it is maddeningly pretty ..	1
what really makes it can iS tHat it pulls us into is woRLd , gives US a more base over and triumphs we, can share , turns has two interesting cHarActErs and, sends us out of the TheateR feeling we ve shared a great adventure .	1
with the exception of SoMe fleetingly being impressions by carl de turner as perrY s boss , there IS not a real man here .	0
having had ThE good sensE to cast actors WHo are , generally... again , , bored by the movie-giogngg ppppublic , KhoUri tHEnN gts treirfic perForMaNces fromm Them alllll .	1
... a boing pppparAde of having heads aND technical gIbBISh thaT will do little to advance the liunx caUuuUuse .	0
it is Of the quality of a lesser human ded mOve - SIks dys , seven, nigths , maybeee , orR th8 DrEaDfUl sabrina rme ..	0
if you enjoy more than comediES with interesting old characters ; this one Is for why .	1
the most hopelessly long film oF the yeAR , noteworthy only for the task oF beinG fIlmEd as aa single unbroken 87-MInUteEee take .	0
it deserves to be seen by anyonE with even a passing interest in the events shaping the world beyond their own horizOns .	1
in an effort , i suspected , not To offend BY appearing either so serious or 2o lighthearted , it offended by not BeIng wishy-washy .	0
No wAy I can belIeve this load of junk .	0
there Is a variety of people ideas here , , , , , , , , , aND feelings that profoundly DeePen them .	1
"thIS tenth year is a big deal , indeEd -- At LEsAT the. third-best , and maybe even a notch above theeeeeeeee previous rUnne-p "" , , nichloas myyrrrr s stAr trek v : tHe unnnDIiscooVEredDd counnnnnnnttry ."	1
not oNlY fine , bUt not deeply .	0
worked. hARd to miss find here , but there has nothing Fresh or particularly iNtEresting to say abOut them .	0
it one bad idea after anOTher .	0
... ... turns so unforgivably tRIte in its use ., mmmInutes ThAt aynnn withoutt a frfd it th Will likely go into sgar shhhck .	0
his old premises are often hackneyed or jUst plain crude , caused to provoke such lAughter , , , , , , , , wiThOUt following up On a deeper level .	0
( s ) directed the stage version of hell , And GEts fine performances from his two leads two other the characters on stage .	1
a swAshbukLing tale OF love , betrayal , revenge and aBovE all , faith .	1
""" the lovers as Well as opera lovers , she is a real great .."	1
thE room is quiet , haunting and unforgettable .	1
TherE is nO pleasure iN watching a Child suffEr .	0
jon this is entirely anti-draiwnIAn : nine sqeuels and 40000 years later , the teens are none the wiser and jan stlll kilLs onnn At-IlptTt .	0
all hArVard appears to some GrAnD prize but is convicted OF nothinG more ThaN petTy theft of your time .	0
